诗:0.032293, 字:0.00943551, 藏头:0.00648807, 花:0.00584433, 风:0.00575696, 春:0.0056558, 水:0.00533853, 雨:0.00522817, 下联:0.00503965, 作者:0.00497987, 词:0.00474077, 诗句:0.00469019, 山:0.00399126, 云:0.00395448, 诗人:0.00388551, 出自:0.00381194, 表达:0.0036418, 秋:0.00357743, 对联:0.00355444, 夜:0.00351765, 话:0.00311301, 落:0.00302105, 动物:0.00268998, 愁:0.0026348, 寒:0.00258422, 梦:0.00256123, 雪:0.00251985, 飞:0.00250605, 君:0.00248306, 名字:0.00235431, 指:0.00231293, 香:0.00230833, 吹:0.00223016, 李白:0.00221177, 红:0.00218878, 酒:0.00217498, 解释:0.00217039, 歌:0.002129, 上联:0.002129, 清:0.00207382, 名:0.00206463, 翻译:0.00204624, 绿:0.00202784, 烟:0.00201405, 清风:0.00197266, 入:0.00196807, 古诗:0.00195887, 描写:0.00194048, 意:0.00189909, 欲:0.0018945, 感情:0.00184851, 句子:0.00183472, 春风:0.00183472, 空:0.00181173, 流:0.00180253, 柳:0.00171976, 轻:0.00171057, 树:0.00170597, 生:0.00166918, 内容:0.00157262, 开头:0.00157262, 笑:0.00154963, 美:0.00151285, 藏:0.00150825, 路:0.00150365, 影:0.00149905, 玉:0.00149905, 言:0.00148526, 诗词:0.00148526, 醉:0.00148066, 语:0.00143928, 思:0.00143928, 首:0.00143468, 记:0.00143008, 草:0.00141628, 泪:0.00141169, 爱情:0.00139789, 终:0.00139329, 寻:0.0013749, 夏:0.00135651, 天下:0.00135191, 青:0.00134731, 游:0.00132892, 江南:0.00132432, 明月:0.00132432, 赏析:0.00129673, 闻:0.00129673, 表现:0.00129213, 明:0.00128294, 思想:0.00127834, 竹:0.00126914, 白:0.00126454, 谜语:0.00125535, 梅:0.00124155, 吟:0.00123236, 成语:0.00121856, 手法:0.00120477, 杜甫:0.00120017, 全文:0.00118178, 声:0.00118178	69
诺基亚:0.0842359, 手机:0.0542206, 钱:0.0434808, 行货:0.0417942, 水货:0.0315763, 价格:0.022649, 报价:0.0136053, 港行:0.00997566, 地区:0.00860116, 便宜:0.0085965, 区别:0.00834955, nokia:0.00745962, n85:0.00711483, n78:0.00645321, n86:0.00631343, 最新:0.00608046, 三星:0.00596864, 机:0.00595932, 店:0.00574033, n95:0.00559589, 功能:0.005526, n81:0.00550737, 大陆:0.00524179, n97:0.00489234, 价钱:0.00486438, 市场:0.00486438, 二手:0.00471528, 货:0.00466869, 网上:0.00449163, 价位:0.00445436, n73:0.00443106, 质量:0.00441708, 苏宁:0.00429594, 国美:0.00405832, 翻新机:0.00405366, 上市:0.00400241, 水:0.00391388, x6:0.00384399, n82:0.00383467, 专卖店:0.00366227, 原装:0.003625, 机子:0.00354113, htc:0.00353647, n79:0.00350386, 北京:0.00348988, 朋友:0.00338272, 正品:0.00335476, c6:0.00334078, 3g:0.00333146, 广州:0.00322896, n96:0.00321498, e63:0.00319634, 索爱:0.0030985, 性能:0.00300997, 深圳:0.00300997, 最低:0.00299133, 翻新:0.00294474, 8g:0.00293542, 缺点:0.00288883, 香港:0.00281894, 正版:0.00279564, 淘宝:0.002777, 国:0.00272109, 全新:0.00271177, n8:0.00266984, 停产:0.00266984, 亚太:0.00259995, 夏普:0.00259063, e71:0.00257199, 市场价:0.00256733, 上海:0.00253006, 性价比:0.00250676, 欧版:0.00246949, 苹果:0.00246949, 辨别:0.00241824, 6700s:0.00233903, 港版:0.00229243, c5-03:0.00223186, 仿:0.00221788, n72:0.00218527, 黑色:0.00215731, 购买:0.00213868, 5800xm:0.00213402, 查:0.00212004, 电器:0.00211538, 降价:0.00209208, 贵:0.00208742, 入手:0.0020781, 白色:0.00207345, 优点:0.00206879, 6220c:0.00205481, e72:0.00204549, 5320xm:0.00202219, 外壳:0.00200356, iphone4:0.00193367, 摩托罗拉:0.00192901, 6120c:0.00192901, 成都:0.00187775, 降:0.00184514, wifi:0.00184048	443
txt:0.0545867, 邮箱:0.0512053, 下载:0.0376934, 全集:0.0306491, 全文:0.0203217, 地址:0.0149939, 章节:0.0121096, 电子书:0.0116734, 发给:0.0111622, vip:0.0100601, 章:0.009713, 神:0.00764472, 完结:0.00628931, 网站:0.00599384, 作者:0.00578279, 网址:0.00576403, 完整版:0.00567961, 结局:0.00544043, 阅读:0.0051731, 最新:0.00505585, 传:0.00483073, 风流:0.00480259, 发送:0.00465251, 话:0.00458216, 妃:0.00455402, 完整:0.00442739, 穿越:0.00427262, 天下:0.00413661, 花:0.00391618, 删节:0.0036723, 系列:0.00340028, 龙:0.00332055, 盗墓笔记:0.00330179, 传说:0.00326896, qq:0.00324082, 感谢:0.00318923, 网游:0.00305791, 少年:0.00284218, 梦:0.00282811, 黑道:0.00281873, 总裁:0.00277652, 记:0.00270148, 在线:0.0026921, 手机:0.00266396, 极品:0.00257485, 都市:0.00254671, 作品:0.00252795, 妖:0.00243415, 内容:0.00242946, 文:0.0024107, 风:0.00238256, 校园:0.00234973, 重生:0.00226062, 魔:0.00224186, 帝:0.00221372, 界:0.00215744, 夜:0.00213868, 录:0.00213399, 鬼:0.00211992, 漫画:0.00210585, 流氓:0.00198391, 异界:0.00197922, 王妃:0.00190887, 卷:0.00188073, 王:0.00186666, 鬼吹灯:0.00182914, 公子:0.00181038, 恋:0.00179162, 坏蛋:0.00176817, 网上:0.00175879, 打包:0.00167437, 世:0.00166968, 歌:0.0016603, 狂:0.00165561, 艳:0.00165561, 传奇:0.00163685, 绝色:0.00162278, 倾城:0.0016134, 仙:0.00156181, jar:0.00155712, 恶魔:0.00155243, 天使:0.00154305, 凤:0.00151491, 网:0.00149615, 朋友:0.00147739, 乱:0.00145394, 完了:0.00144925, 纯:0.00142111, 全书:0.00140704, 连载:0.00139766, 黑道学生:0.00136483, 血:0.00135545, 爵迹:0.00135076, 逍遥:0.00134607, 暧昧:0.00134138, 妻:0.00133669, 饶雪漫:0.00133669, 火:0.00130386, 美女:0.00130386, 舞:0.00128041	145
姓:0.0981423, 名字:0.0806437, 出生:0.0546447, 宝宝:0.0356187, 取:0.0334984, 男孩:0.0264781, 女孩:0.0254867, 2010年:0.0217299, 农历:0.0189027, 生:0.0178782, 字:0.0157483, 2011年:0.0136565, 五行:0.0123615, 缺:0.01128, 李:0.0107725, 起名:0.0099044, 取名:0.00955338, 爸爸:0.00897942, 女儿:0.00833431, 王:0.0080497, 妈妈:0.00784099, 下午:0.0077983, 2009年:0.00749472, 孩子:0.00663615, 阴历:0.00652231, 阳历:0.00597207, 刘:0.00594361, 儿子:0.00546452, 3月:0.00531747, 10月:0.00514196, 12月:0.00508978, 5月:0.00500914, 11月:0.00493799, 上午:0.00471031, 6月:0.0046771, 2月:0.00454903, 8月:0.00434506, 9月:0.00432134, 八字:0.00418853, 7月:0.0040984, 4月:0.00405096, 虎年:0.00403673, 陈:0.00400827, 忙:0.00396084, 1月:0.00389917, 小孩:0.00368572, 老婆:0.00344854, 名:0.00341534, 父:0.00335842, 火:0.00329675, 金:0.00326355, 木:0.00306907, 大师:0.00291728, 父亲:0.00287933, 缺水:0.00282241, 兔年:0.00281766, 2008年:0.00280343, 希望:0.00277972, 虎:0.00274177, 生于:0.00270382, 赵:0.00269433, 杨:0.00268485, 高人:0.00268485, 生辰:0.00262793, 正月:0.00258049, 辈:0.00254729, 老公:0.00249037, 土:0.00245716, 母:0.00234332, 兔:0.00231486, 中午:0.00213461, 母亲:0.00207768, 九月:0.0019923, 黄:0.0019923, 预产期:0.0019923, 公历:0.00195435, 徐:0.00192589, 朋友:0.00192115, 五月:0.00191641, 马:0.00181679, 09年:0.00181679, 30分:0.00168398, 郭:0.0016318, 十月:0.00162231, 生日:0.00159859, 八月:0.00154642, 性:0.00154167, 女孩子:0.00149898, 28日:0.00149424, 18日:0.00146103, 10分:0.00143732, 水:0.00143257, 月份:0.00142309, 23日:0.00140411, 七月:0.00140411, 20日:0.00138988, 11日:0.00137565, 22日:0.00137565, 12日:0.00137565, 21日:0.00136142	729
车:0.0509835, 汽车:0.0236986, 钱:0.0211002, 发动机:0.014583, 油:0.0104646, 价格:0.0078948, 手动:0.00654576, 东风:0.00634625, 大众:0.00546748, 原因:0.00510171, 优惠:0.00487846, 丰田:0.00483571, 长安:0.0048262, 性能:0.00478345, 档:0.00465045, 本田:0.0045982, 机油:0.0045507, 挡:0.00451744, 五菱:0.00422769, 别克:0.00405668, 北京:0.00394268, 奇瑞:0.00357691, 省:0.00355791, 4s店:0.00355316, 比亚迪:0.00341541, 排量:0.00341541, 轿车:0.00341066, 故障:0.00339641, 油耗:0.00319215, 车子:0.00318265, 汽油:0.0031779, 性价比:0.00310665, 柴油:0.0030259, 货车:0.00296414, 一汽:0.00288814, 型号:0.00286439, 二手:0.00280264, 灯:0.00277889, 刹车:0.00277889, 马自达:0.00276939, 保养:0.00274089, 手:0.00268864, 新车:0.00267438, 上海:0.00265538, 配置:0.00265538, 空调:0.00260788, 改装:0.00257463, 便宜:0.00256988, 车型:0.00256513, 报价:0.00249863, 日产:0.00249388, 区别:0.00241788, 配:0.00236087, 最低:0.00235137, 行驶:0.00233237, 启动:0.00230387, 地区:0.00227062, 朋友:0.00226587, 低:0.00221837, 动力:0.00218987, 光:0.00217087, 价位:0.00215662, 福特:0.00212812, 面包车:0.00212337, 雅阁:0.00211862, 熄火:0.00207112, 缸:0.00203311, 油门:0.00202836, 捷达:0.00201411, 长城:0.00199986, 雪佛兰:0.00198561, 马力:0.00196186, 科鲁兹:0.00194286, 怠速:0.00193336, 凯:0.00189061, 老:0.00187161, 质量:0.00184311, 维修:0.00184311, 吉利:0.00182886, 家用:0.00182886, 天窗:0.00182411, 福克斯:0.00179086, 牌子:0.00178611, 江淮:0.00178136, 星:0.00178136, 变速箱:0.00177186, 烧:0.00176711, 摩托车:0.00176235, 自动档:0.0017481, 增压:0.00173385, f3:0.0017291, 导航:0.00171485, 米:0.0016721, 朗逸:0.0016721, 工作:0.0016626, 坏:0.00165785, 系统:0.00164835, 轮胎:0.0016341, 配件:0.00160085, 购买:0.0015866	761
密码:0.154564, qq:0.127864, 密保:0.0555719, 申诉:0.0396246, 保护:0.0302354, 被盗:0.0281577, qq号:0.0263163, 修改:0.022924, 找回:0.0210875, 申请:0.0199551, 设置:0.0160754, 答案:0.014874, 盗:0.0143226, 手机:0.0139681, 成功:0.0135545, 资料:0.0134659, 号码:0.0128111, 邮箱:0.0126437, 办法:0.0111124, 方法:0.00557348, 丢:0.0054307, 失败:0.00539623, 代:0.00492358, 三国:0.00491373, 好友:0.00480541, 登陆:0.00476602, 帐号:0.00463309, 一代:0.00457401, 支付:0.00438199, 朋友:0.00431798, 申述:0.00423921, 绑定:0.00402257, 盗号:0.00389456, 填:0.00378624, 保:0.0037567, 错误:0.00356961, 身份证:0.00345636, 财付通:0.00340221, 老:0.00316095, ip:0.00313634, 回答:0.0030871, 记:0.00296401, 仓库:0.00287047, 角色:0.00284092, 不行:0.00278184, 账号:0.00268337, 验证:0.00264891, 填写:0.00264398, 忙:0.0025849, q币:0.00247658, 回去:0.00230918, 信息:0.00229934, 腾讯:0.00227472, 华夏:0.00219102, 会员:0.00209255, 登录:0.00205808, 卡:0.00196454, 更改:0.00196454, 电脑:0.00194977, 常用:0.00193992, 没用:0.00192022, 升级:0.00187591, 独立:0.0018513, 密报:0.00181683, 系统:0.0017676, qb:0.00176267, 原始:0.00164451, 游戏:0.00164451, 不到:0.00162974, 消费:0.00151157, 财富通:0.00146234, 取消:0.00142787, 正确:0.00141802, 空间:0.00140818, 改掉:0.00140818, 证件:0.00139341, 木马:0.00135894, 申:0.0013294, 扣扣:0.00131463, 邮件:0.00128017, 取回:0.00127524, 记住:0.00126047, 偷:0.00126047, 二级:0.00125555, dnf:0.00125062, 改过:0.00124078, 码:0.00123585, 死:0.00121616, 乱:0.00120631, 客服:0.0011817, 丢失:0.0011817, 装备:0.00117677, 话:0.00117185, 拿回:0.00114231, 昨天:0.00112261, 网站:0.00110292, dna:0.00108323, 保密:0.00108323, 密:0.00106845, 重设:0.00106353	388
玩:0.155845, 电脑:0.0986084, 游戏:0.0934179, 配置:0.0711671, 卡:0.0577243, 笔记本:0.0195613, 显卡:0.0180985, 3d:0.0154666, 大型:0.0142502, cf:0.0121688, 网络:0.0121216, 网游:0.0101293, 钱:0.00859315, 内存:0.00835722, 配:0.00818421, 流畅:0.00758652, 单机:0.00740826, dnf:0.00687348, 主机:0.00649075, 低:0.00615521, 价格:0.00588258, 魔兽:0.00541596, 魔兽世界:0.00506469, 运行:0.00495458, 画面:0.0047973, 穿越火线:0.00412621, 组装:0.00408426, 联想:0.00398989, 电影:0.00373299, 网速:0.00364386, 战地:0.00351279, 系统:0.00339745, 使命召唤:0.00330832, cpu:0.00329259, 升级:0.00323492, 最低:0.00318773, 效果:0.00294656, 死机:0.00294131, 机子:0.00293607, 台式:0.0026949, 极品飞车:0.00264771, 之王:0.0026215, wow:0.0025848, 特效:0.00249043, 原因:0.00245897, fps:0.00242227, 本本:0.00227022, 不行:0.0022178, 机器:0.00219682, 老:0.00213915, 上网:0.00210769, 家里:0.00198711, 速度:0.00190322, 鬼泣:0.00189798, 显示器:0.00187701, 指点:0.00187176, 龙之谷:0.00186128, 话:0.00181934, ava:0.00178264, 关机:0.00177739, 硬件:0.00177739, qq飞车:0.00177739, 价钱:0.00168302, 顺畅:0.00165681, cs:0.00165156, 永恒之塔:0.00164108, 图:0.00164108, 炫舞:0.00163059, 屏:0.00162011, 配制:0.00159389, 便宜:0.00157816, 孤岛:0.00153622, 机:0.00153622, 网吧:0.00148379, 耍:0.00147855, 手提:0.00138942, 忙:0.00138942, qq:0.00137893, 蓝屏:0.00137369, 下载:0.00136845, 危机:0.00135272, 游戏卡:0.00135272, 地下城:0.00127932, 温度:0.00124786, 差:0.00123737, 黑屏:0.00123213, 办法:0.00121116, 进来:0.00118495, 独立:0.0011797, 主流:0.00114825, 性能:0.00113252, 2d:0.00111679, 大虾:0.00111679, 朋友:0.00110106, 延迟:0.00108533, 价位:0.00105387, win7:0.00103814, 华硕:0.00102242, 网:0.00101193, 飞车:0.000985716	70
公司:0.134538, 有限:0.0634073, 北京:0.0133691, 科技:0.0131802, 电话:0.0115017, 集团:0.00988248, 上海:0.00876524, 地址:0.0082525, 电子:0.00609898, 中国:0.00565641, 企业:0.00493317, 分公司:0.00490079, 国际:0.0048792, 广州:0.0048738, 生产:0.00478744, 深圳:0.00449059, 待遇:0.00436645, 股份:0.00424232, 招聘:0.00401023, 信息:0.00396706, 注册:0.00392928, 产品:0.00389689, 销售:0.0038807, 技术:0.0038699, 发展:0.00379434, 贸易:0.00365401, 方式:0.00360544, 工程:0.00352988, 责任:0.00350829, 骗子:0.00331398, 投资:0.00306031, 开发:0.00306031, 汽车:0.00297396, 设备:0.00293078, 武汉:0.00292538, 工作:0.00287681, 管理:0.00286601, 生物:0.00284982, 通:0.00274727, 网站:0.00273648, 骗人:0.00266091, 朋友:0.00261234, 苏州:0.00260694, 网络:0.00258535, 香港:0.00257995, 招:0.00255297, 代理:0.00254757, 咨询:0.00253138, 房地产:0.00244502, 机械:0.00243963, 达:0.00243963, 成都:0.00231549, 物流:0.00231009, 美:0.0022993, 天津:0.0022885, 员工:0.00225072, 华:0.00218595, 文化:0.00218056, 面试:0.00211579, 加盟:0.00207261, 正规:0.00202943, 鑫:0.00200245, 广东:0.00198086, 装饰:0.00197006, 深圳市:0.00196466, 假:0.00193768, 东莞:0.00191069, 业务:0.00184592, 工资:0.00182973, 实业:0.00178655, 食品:0.00176497, 号码:0.00175417, 名字:0.00172179, 建设:0.00172179, 网:0.00168401, 网址:0.00164622, 青岛:0.00164083, 重庆:0.00163543, 信:0.00163003, 资料:0.00157606, 南京:0.00155447, 建筑:0.00155447, 名称:0.00148431, 制造:0.00147351, 山东:0.00146811, 泰:0.00146272, 厂:0.00145192, 上班:0.00144653, 位置:0.00144113, 江苏:0.00140335, 源:0.00140335, 电器:0.00138176, 医药:0.00136557, 商贸:0.00135477, 通信:0.00134398, 合作:0.00134398, 杭州:0.00133858, 项目:0.00133858, 通讯:0.00132239, 浙江:0.00131159	377
路:0.0531412, 坐:0.0490611, 车:0.0358839, 公交车:0.0225183, 公交:0.0205891, 火车站:0.0118967, 广场:0.00940758, 路线:0.00692404, 苏州:0.00679654, 医院:0.00666903, 街:0.00618119, 郑州:0.00613685, 坐车:0.00573216, 市场:0.00512791, 公园:0.0047454, 位置:0.00466779, 合肥:0.00462344, 沈阳:0.00449593, 大厦:0.00443495, 北京:0.00422984, 杭州:0.00421321, 大学:0.00421321, 地铁:0.0041356, 学院:0.0041356, 桥:0.00406353, 钱:0.00391385, 南京:0.0036533, 校区:0.00355352, 小区:0.00347036, 车站:0.00344819, 楼:0.00337058, 地址:0.0033096, 城:0.00327634, 近:0.00317655, 汽车:0.00314329, 南:0.00311557, 人民:0.00303796, 店:0.00302687, 长沙:0.00299916, 济南:0.00296589, 国际:0.00293263, 路口:0.00292154, 南宁:0.00292154, 花园:0.00288274, 公车:0.00285502, 中学:0.00284948, 到达:0.0028273, 大街:0.00281622, 汽车站:0.00281622, 酒店:0.0027885, 学校:0.00271089, 大道:0.00268317, 开发区:0.00259447, 成都:0.00255012, 石家庄:0.00254458, 北站:0.00241708, 南路:0.00241708, 哈尔滨:0.00240599, 公司:0.0023561, 无锡:0.00231175, 世纪:0.00229512, 西路:0.00225077, 西安:0.00218979, 园:0.00218424, 长春:0.00207337, 北路:0.00202902, 线路:0.00196804, 南站:0.00195695, 线:0.00195141, 新区:0.00192369, 小学:0.00192369, 电话:0.00190706, 搬:0.00188489, 昆明:0.00186271, 东路:0.00186271, 乘车:0.00170749, 上海:0.0016964, 市:0.00168532, 科技:0.00167423, 村:0.00167423, 省:0.00166314, 客运站:0.00165206, 最快:0.00164651, 西站:0.00163542, 交叉口:0.00163542, 东站:0.00154118, 银行:0.0015301, 南昌:0.00151901, 宁波:0.00151346, 南宁市:0.00150792, 院:0.00150238, 太原:0.0014802, 常州:0.00146912, 青岛:0.00146912, 沈阳市:0.00145803, 超市:0.00139705, 郑州市:0.00138596, 中路:0.00138042, 搭:0.00136933, 福州:0.00136933	710
考生:0.0531712, 考:0.0503087, 学校:0.0465957, 高考:0.0387084, 理科:0.0343229, 大学:0.0337226, 报:0.0331056, 专业:0.0325887, 文科:0.0321885, 专科:0.0203381, 山东:0.0174922, 学院:0.0141461, 读:0.012901, 二本:0.0113335, 学:0.0110278, 院校:0.0101941, 报考:0.00959933, 录取:0.00878225, 专科学校:0.0084154, 2011年:0.00787068, 江苏:0.007615, 希望:0.00747604, 河南:0.00739266, 四川:0.00732596, 河北:0.00715921, 2010年:0.00700358, 安徽:0.00678124, 分数:0.00677569, 浙江:0.00637549, 成绩:0.00592526, 福建:0.00561399, 大专:0.00559176, 省内:0.00530828, 陕西:0.00497478, 文科生:0.00484138, 广西:0.00448009, 湖南:0.00430222, 线:0.00428554, 江西:0.00403542, 山西:0.00390202, 公办:0.0037575, 重庆:0.00362966, 广东:0.00359075, 西安:0.00358519, 09年:0.00340733, 估:0.00335174, 湖北:0.00333507, 工程:0.00331283, 本科:0.00324613, 高等:0.00321278, 高职:0.00310162, 女生:0.00294598, 理科生:0.0028904, 分数线:0.00280146, 医学:0.00275144, 会计:0.00269586, 医学院:0.00267362, 建筑:0.00257357, 黑龙江:0.00251799, 理工:0.00241794, 二本线:0.00239015, 吉林:0.00237903, 管理:0.00236791, 甘肃:0.00233456, 职业:0.00233456, 北京:0.00222895, 青岛:0.00222895, 天津:0.00222895, 科技:0.0022234, 贵州:0.00220116, 师范:0.00210111, 护理:0.00204553, 学生:0.00203441, 上海:0.00201774, 辽宁:0.00200106, 财经:0.0019955, 内蒙古:0.00193436, 生:0.00190101, 内蒙:0.00188434, 差:0.00173982, 成都:0.00173982, 省外:0.00167312, 英语:0.00165644, 医科:0.00165644, 考上:0.00163977, 外省:0.00160642, 填:0.00160642, 南京:0.00158974, 400分:0.00157863, 文:0.00157307, 武汉:0.00157307, 地区:0.00155639, 忙:0.00152304, 金融:0.00151749, 经济:0.00151193, 2009年:0.00148969, 合适:0.00145634, 专升本:0.00145079, 贵校:0.00142299, 济南:0.00141744	546
